,text,label,pred_class,R
21,"do you know that, statistically, when you take the sat a second time, one third of the people that take the sat, even if theyve been studying, will get a lower score than they did the first time around?",1,0,80390665957780.55
22,"if you already have health insurance through your job, or medicare, or medicaid, or the va, nothing in this plan will require you or your employer to change the coverage or the doctor you have.",1,0,63409831381333.01
23,"22 times barack obama said he did not have the authority to implement this type of anti-deportation measure. and then the day after he signed this into law, he said, quote, i just changed the law.",1,0,48782059892703.49
24,just this week we received the news that for the first time social security is now paying out more in benefits than it's taking in. that was something that was supposed to happen in 2016.,1,0,17148998015352.19
25,"parents and teachers are already worrying about what they call the trump effect. they report that bullying and harassment are on the rise in our schools, especially targeting students of color, muslimsand immigrants.",1,0,13195118318592.984
26,"in 1947, when i was born, there were about 450,000 lions. in the mid-70s, when my kids were born, there were about 100,000. today, there are less than 30,000.",1,0,12569103483318.613
27,"go look on the west point website and youll see those specific words, full scholarship to west point. so even though it is, you know, given as a grant for anybody who gets in, those words are used.",1,0,11952931214501.559
28,"in almost every other country in the world, artists and musicians are paid when their music is played on the radio. in fact, the only countries besides the u.s. who do not have a radio-performance right are china, iran and north korea.",1,0,5283589493210.798
29,"with her solution, terrorists can still today and by the way isis knows it, they have been advertising it buy guns online and at gun shows in the united states of america.",1,0,3556457479878.446
30,"the first time he ever voted as a democrat was here in florida in 2008. he only voted four times in his life, and he's asking floridians to come out and vote for him.",1,0,3364035185874.06
31,weve outdrawn the super bowl for a little while now in the arenas and stadiums that weve followed them in for the super bowl. weve gone in after [the nfl] and surpassed their ticket sales.,1,0,2673457014432.879
32,"likens obamas predicament to 1982, saying, when reagan just started out, (unemployment was at) exactly the same point. he was two years into his term. the unemployment was well over 10 percent, and it did come out of it.",1,0,2402143847852.2944
33,"(deborah) ross defends those who want to burn the american flag, and even called efforts to ban flag-burning ridiculous, yet refused to help a disabled veteran fly the flag.",1,0,1381139272427.7778
34,"when we passed (the stand your ground law), we said it portends horrific events when peoples lives were put into these situations.",1,0,1152286933898.4456
35,the iranians are now saying that what were saying the deal is and what they understand it to be are two different things.,1,0,996640276431.7708
36,women have come through the recession worse off than men the numbers bear that out. we went from a 7 percent unemployment rate for women when he (president barack obama) was elected to an 8.1 percent now.,1,0,771393772384.4912
37,house speaker nancy pelosi said this week that the democrats have to pass their terrible health care bill so that the american people can actually find out what's in it.,1,0,563081635769.678
38,if you are a federally licensed gun dealer and your license is revoked because youve engaged in misconduct ... your entire inventory under prevailing law is deemed your personal collection. you then can sell it free from any background checks.,1,0,539582286639.05774
39,"the oddest thing is he doesn't want to do for america what he did for massachusetts. he did mandate health care for massachusetts, which is hillarycare, and he doesn't want to do that for america.",1,0,292209555888.1614
40,"under barack obama's health care proposal, ""if you've got a health care plan that you like, you can keep it.""",1,0,273514369793.5988
41,"democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions.""",1,0,201901997450.6916
42,"when we look at the number of murders in the united states (in) 2009, we had 9,500 people murdered. when we look around the world, we see ... large countries, the u.k., germany, japan had 200 or less killed in a year.",1,0,198803787974.62555
43,"in florida, the number of voters who now register as other has grown by a million in the last 10 years. compare that with the democrats, who only grew by 300,000 and the republicans who grew by just 200,000.",1,0,191540885630.29904
44,"the people who want president barack obama impeached are all white, theyre all older, and guess what, theyre in the far right wing of the republican party.",1,0,158878411107.29004
45,"it used to be the policy of the republican party to get rid of the department of education. we finally get in charge and a chance to do something, so we double the size of the department of education.",1,0,127939406021.09818
46,"the fact of the matter is that my colleague from new york, senator clinton, there are 50 percent of the american public that say they're not going to vote for her.",1,0,121608349923.2681
47,"again today (ahmadinejad) made light of 9/11, and said that he's not even sure it happened and that people actually died.",1,0,114544910422.10178
48,"opponent holly benson said that just because youre poor doesnt mean youre unhealthy, it just means you have a lot more time to go running.",1,0,92901757571.46664
49,"anywhere in the world, when someone uses a mobile phone, e-mail, the internet or gps, they are enjoying the benefits of the american miracle.",1,0,73549437916.98701
50,"barack obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit.""",1,0,67452017786.65966
51,"the top man at yale law school came out ... with just a raging report about former hp ceo carly fiorina,saying she isone of the worst executives in his memory in history running the company.",1,0,61167566805.0193
52,"the lawyer who brought the case against nationsbank said publicly that alex sink had nothing to do with the case, had nothing to do with the situation and didnt know about the problems.",1,0,56122748312.59729
53,"understand, this is unemployment insurance. its not welfare, as a lot of my republican colleagues like to suggest it is. you pay into it when youre working. you get help when youre not.",1,0,51892361747.93569
54,"you cant give a child an aspirin in school without permission. you cant do any kind of medication, but we can secretly take the child off and have an abortion.",1,0,50782053464.52398
55,"before this day is out, 18 more veterans will have taken their own lives. that is the daily average, it is intolerable, and it has to stop.",1,0,50152805414.79013
56,"if you look at latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed. african-american kids are unemployed or underemployed to the tune of 51 percent.",1,0,48845800342.90944
57,"if you are going to kill the families of terrorists, realize that theres something called the geneva convention were going to have to pull out of.",1,0,41355935113.419846
58,says alex jones said that the victims of the sandy hook massacre were child actors and no one was actually killed there.,1,0,38160597624.08263
59,says hillary clinton tripled the number of people with aids whose lives are being saved .. and it did not cost you any more money.,1,0,37161103517.289085
60,"to give the proposed economic stimulus plan some perspective, ""if you started the day jesus christ was born and spent $1 million every day since then, you still wouldnt have spent $1 trillion.""",1,0,35840886716.051575
61,"if you rent a u-haul to move your company, it costs twice as much to go from san francisco to austin than the other way around, because you cant find enough trucks to flee the golden state.",1,0,31652652232.184772
62,"even members of the nra, when they were polled recently, were under the impression that everyone has a criminal background check.",1,0,29884985386.196693
63,"the dream act was written by members of both parties. when it came up for a vote a year and a half ago, republicans in congress blocked it. the bill hadnt changed. ... the only thing that had changed was politics.",1,0,26728790111.093506
64,"$50,000. thats what every child owes today because washington politicians have run up a huge spending tab and left our kids the bill.",1,0,25879355212.33303
65,"a small majority of americans dont think they like the affordable care act, but a large majority of americans dont want to do away with the protections that are in the affordable care act.",1,0,25035119109.156372
66,"just about everyone everywhere is spending more hours on the job, less time with their families, bringing home smaller and smaller paychecks, while theyre paying more and more at the gas pump and the grocery stores.",1,0,24714793682.116577
67,"the words subhuman mongrel, which ted nugent called president barack obama, were used by the nazis to justify the genocide of the jewish community.",1,0,23964946992.1742
68,"the president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.",1,0,19537635606.428047
69,"the so-called defense minister of the peoples republic of donetsk ... actually posted a bragging social media posting of having shot down a military transport. and then when it became apparent it was civilian, they pulled it down from social media.",1,0,18016006400.996063
70,tells president barack obama that he also asked former president george w. bush about how he felt about americans hating him.,1,0,17282542098.586575
71,what happens is people like warren buffett and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. it's not right.,1,0,16554759801.51636
72,my property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.,1,0,15945306853.720758
73,"in the mid 1990s, in our state, (florida was) no. 1 in violent crime in america. ... the only concern i had was for the citizens of florida, who were subjected to a violent crime every three minutes and 45 seconds.",1,0,14605901728.410236
74,"some criminals have learned how to spy on americans, hacking into our home computers and looking out through the video camera attached to the screen.",1,0,13916525155.325489
75,"boston is just 60 minutes away and its offering subsidies to developers who can charge higher rent than you can get in providence while construction costs are more or less equal. as a result, the boston skyline is completely dominated by the cranes.",1,0,13866803035.132212
76,washing your hands and covering your mouth when you cough makes a huge difference in reducing transmission of the flu.,1,0,11985592567.26458
77,"we could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups.",1,0,11128981418.31366
78,says a baby in coos county is two times as likely to be born to a mother who is someone who used tobacco during her pregnancy as is the average baby born in oregon or the u.s.,1,0,10957858898.247095
79,there was a recent report out that the premiums for medicare and the payroll withholdings are only paying about half the program. so it is not financially solvent.,1,0,10344978191.06567
80,fox news uses photo of a married couple promoting traditional marriage and the photo is actually of a same-sex couple.,1,0,10035217744.428871
81,wild bill hickok had his first duel in the town square here. and the family legend is that he is a distant cousin of mine.,1,0,9952077136.004362
82,"this year, newt gingrich has raised as much money as mitt romney, tim pawlenty, sarah palin, and mike huckabee combined.",1,0,9935288342.929298
83,"the average student in florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",1,0,7445020863.659343
84,a gay man who survived #orlando hate crime can still show up to work in fl tomorrow and have his boss fire him simply because he is gay.,1,0,7083778581.132841
85,"if you are born poor in america, we rank ninth or tenth in our citizens ability to climb up through that ladder and get themselves into the middle class.",1,0,6245166121.070981
86,we've got some 37-million of our fellow citizens who are living in poverty; about 12-million or 13-million are children.,1,0,5846657635.885588
87,"since john f. kennedy was assassinated in 1963, more americans have died by gunfire within our own country than american servicemen and women who were killed in all our wars.",1,0,5698660391.8190975
88,says the u.s. attorneys office said that neither i nor my campaign had any idea what was going on regarding my fathers illegal campaign contributions. and thats why they closed this case.,1,0,5301035047.349009
89,i have something in common with my husband. he never carried caucuses either. he lost all of the ones that i've lost.,1,0,5214717564.921735
90,"the great lakes compact has a loophole. and the loophole is that while you cannot remove the water in a big transport, you can remove it in containers of 5.7 gallons or less.",1,0,4928936777.076158
91,it has been the law since the beginning of the country that the children of american citizens born ... abroad are american citizens by birth.,1,0,4890125973.343351
92,"says donald trump was one of the people who rooted for the housing crisis. he said back in 2006, gee, i hope it does collapse because then i can go in and buy some and make some money.",1,0,4632225116.056317
93,amajority of the men and women on this stage have previously and publicly embraced amnesty. i am the only candidate on this stage who has never supportedamnesty.,1,0,4614360057.180036
94,oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but oregon.,1,0,3672516104.4614344
95,"the president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort...",1,0,3582660652.72882
96,"during the bush administration, you actually had a prominent liberal write a book about how bush was preparing for a fascist takeover of this country.",1,0,3484559600.3223386
97,the marijuana that kids are smoking today is not the same as the marijuana that jeb bush smoked 40 years ago.,1,0,3148196742.2602096
98,"i took on the worst road system in the country, according to trucker's magazine. when i left, they said it was the most improved road system in the country.",1,0,3077476665.457691
99,wisconsin is called the badger state because our ancestors came here with the hopes of living the american dream by mining.,1,0,3041962742.115956
100,"at the time that (medicare part d) was passed (it) was actually less popular than the affordable care act, according to the polls.",1,0,2846131101.0922775
101,"classified material has a header which says top-secret, secret, confidential. nothing, and i will repeat this and this is verified in the report by the department of justice, none of the emails sent or received by me had such a header.",1,0,2783974973.927851
102,75 percent of the jobs created in the state of ohio are created in small business. they are not created by huge corporations and those who are very wealthy.,1,0,2499358617.0495577
103,"why are muslim armies so useless against isis? ... there are 20,000 or 30,000 (isis fighters). the countries surrounding isis have armies totaling 5 million people.",1,0,2325866066.401942
104,"if someone is in a room that has measles and leaves and you walk in two hours later, you could get measles from that person.",1,0,2222072986.726406
105,"women in oregon are paid 79 cents for every dollar paid to men. if the wage gap was eliminated, a working woman in oregon would have enough money for 2,877 gallons of gas, 72 more weeks of food for her family or nearly 12 more months of rent.",1,0,2147400941.3346393
106,harry reid was against (the nuclear option) before he was for it. mitch mcconnell was for it before he was against it. president obama was against it before he was for it.,1,0,2019323189.4162507
107,"while (barack) obama preaches we are our brothers keeper, his brother and aunt live in real poverty in kenya.",1,0,1995086691.8266997
108,why is january 8th an important date in american history? this day in 1835 is the only day in our history when we have not been in debt.,1,0,1879356527.1413298
109,"the clinton foundation is a charity where president and secretary clinton and their daughter, they take no salary, they get no money from it, they take no personal benefit from it.",1,0,1878574315.8256493
110,when we've got ceos making more in 10 minutes than ordinary workers are making in a year ... then something is wrong.,1,0,1658722617.5362096
111,"when a gallup poll asked about presidential candidate characteristics, when they get to the question on, would you vote for a socialist, it is even less popular than voting for atheists.",1,0,1594777086.0120811
112,"in 1981, matagorda, brazoria, and galveston counties all opted out of the social security program for their employees. today, their program is very, very well-funded and there is no question about whether its going to be funded in years to come.",1,0,1495405044.4570382
113,"more than 12,500 service men and women have been discharged on the basis of sexual orientation since the don't ask, don't tell"" policy was implemented, at a cost of over $360 million. many of those forced out had special skills in high demand, such as translators, engineers, and pilots.""",1,0,1325598575.2077694
114,says bernie sanders was there when it came to (same-sex) marriage 20 years ago. ... he was there when it wasnt popular.,1,0,1271081406.544071
115,"says president barack obama came into office very concerned about wiretappings but then he became president of the united states, he got all the briefings (and) he decided the balance is probably pretty appropriately struck.",1,0,1079941195.8724742
116,i have repeatedly said that many of the predatory loans that were made in the mortgage system did target african-american and latino communities.,1,0,995934446.299145
117,"the federal debt is more than $14 trillion, almost equal to the size of our entire economy, and every child born today inherits a $45,000 share of the national debt before they take their first breath.",1,0,975473011.2736928
118,she stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.,1,0,965087478.8593496
119,"when students leave our high schools and they go to the community college, 70-75 percent of them have to pay to take remedial math.",1,0,947272138.1958814
120,the president of the united states came in the tuesday before the election in a ward that went 99% for him in the last election and they couldnt even (increase) the vote there.,1,0,938925399.8404682
121,"if you look at the number of illegal immigrants coming into the country, it is net zero. its been that way now for almost two years.",1,0,910845811.1563847
122,"by the end of governor rick perry's term, he will have drained texas taxpayers ... of more than $360,000 to pay for the rental mansion he has been living in while the historic governor's mansion is repaired.",1,0,856650510.915764
123,"florida has 1,200 golf courses. i think 58 million rounds played a year in florida. weve got 44 percent of all travel golf in the country here. 5 million people come here just for golf.",1,0,824804413.8352369
124,"we had a no child left behind a similar piece of legislation in our state a number of years ago, well before the federal law. and it's had a big impact here. it's improved schools.",1,0,818308778.7206765
125,"eleven years ago, the city of detroit lifted the residency requirement for police officers and today, 53 percent of officers live outside of the city. if we want the tax base of milwaukee to resemble the tax base of detroit, this is the way to go.",1,0,773714171.6238719
126,saysthere are actually more people in poverty now than there were when we started the war on poverty.,1,0,671761237.3956021
127,"al-qaida operatives, have said, hey, we want you to use this loophole (for purchasing guns despite being on a watch list) to attack and kill americans.",1,0,652279766.0312594
128,the typical white male worker in this country is making in real terms what he was making in 1973 and the average worker is making what they were making in 1996.,1,0,643816316.8559713
129,this is the most generous country in the world when it comes to immigration. there are a million people a year who legally immigrate to the united states.,1,0,642594360.3074553
130,"this (schip) is socialized medicine. it is going to go to families that make $60,000 a year. those aren't poor children.",1,0,638285146.8798432
131,gov. palin ... is somebody who actually doesn't believe that climate change is man-made.,1,0,619440569.7840726
132,"when mccain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'the american people won't care about this.' """,1,0,584431519.1923381
133,in malaysia many of the workers are indentured servants because their passports are taken away when they come into this country and are working in slave-like conditions.,1,0,581597619.7261674
134,taxpayers are paying a fortune for the use of air force one on the campaign trail by president barack obama and hillary clinton.,1,0,576688304.7553331
135,"the reason why cubans dont have access to 21st century telecommunications like smart phones, like access to the internet is because it is illegal in cuba.",1,0,511490715.36268824
136,"i got a letter from 20 people who said they wanted their money back, 14 never gave me a penny.",1,0,489569431.4643186
137,"in 2006, bernie sanders voted in the house with hard-line republicans for indefinite detention for undocumented immigrants, and then he sided with those republicans to stand with vigilantes known as minutemen who were taking up outposts along the border to hunt down immigrants.",1,0,476376277.88538694
138,"some republicans who voted against the stimulus ""have been all too happy to claim credit for recovery act projects and the jobs those projects have produced. they come to the ribbon cuttings.""",1,0,449054763.98392123
139,"we spent approximately $20-billion of that money on pork barrel, earmark projects. maybe if we had done it right, maybe some of that money would have gone to inspect those bridges and other bridges across the country.",1,0,447482602.57618237
140,"the reality is, we are holding some of the most dangerous terrorists in the world right now in our federal prisons, including the mastermind of the 1993 world trade center bombing, the 'shoe bomber,' the 'unabomber,' and many others.",1,0,442299030.3339948
141,"when these [undocumented] students graduate from college, theyre still illegal aliens. they cannot get a job.",1,0,413463373.51108223
142,"to get out of the (teachers) union, you pay 85 percent of $731. then youre out of the union, but youve got to pay it every year, also required by statute. thats called a representation fee.",1,0,381331949.7688975
143,one man sacrificed for his country. one man opposed a flawed strategy in iraq. one man had the courage to call for change. one man didn't play politics with the truth. one man stands up to the special interests.,1,0,369453187.9825704
144,"when republicans last controlled the presidency and congress, the number of people on food stamps (and) the number of people in low-income housing went through the roof.",1,0,352750955.6742016
145,all the money the department of citrus has is paid for by the citrus growers. you dont save dollars by eliminating the department of citrus.,1,0,331141680.4150109
146,people have actually broken down the transcripts for oral arguments and (antonin scalia) told more jokes and got more laughs than any of the other justices.,1,0,326792305.4782476
147,"even our attorney general who is a strong democrat, she has said that we need causation in our workers comp system. thats the no. 1 thing pushing our manufacturing jobs out of illinois.",1,0,315739624.7215103
148,the unemployment rate for folks whove never gone to college is almost double what it is for those who have.,1,0,315319860.6282153
149,"if you want to talk firsts for bush, this was the first time in american history that a president took us into a war and cut taxes.",1,0,294721022.7660446
150,big soda has a lot of money.they make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure.,1,0,262318948.51371887
151,"barack (obama) has one of his biggest supporters in terms of funding, the exelon corporation, which has spent millions of dollars trying to make yucca mountain the waste depository.",1,0,258800915.58064187
152,"one out of every four students fails to earn a high school diploma. in our major cities across america, half of our kids dont graduate.",1,0,247283113.89676812
153,the united states invented the community college. nobody else had ever done anything like it.,1,0,246898918.77591196
154,"three years ago, john mccain said, ""afghanistan we don't read about it anymore in papers because it succeeded.""",1,0,242550502.27316222
155,"dan patrick was the only state senator who voted against the veteran entrepreneurship program, a program that assists veterans in successfully starting up their own businesses.",1,0,237302726.49116817
156,"if you go strictly by the numbers, crime is down across the board. last year we had a 10 percent decrease in the most serious crimes.",1,0,232985475.26295066
157,"for anybody whos trying to cross the street and has seen those signs that say you have to stop when pedestrians are in the crosswalk, that was a bill that i passed.",1,0,210204413.92693278
158,if you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,1,0,206534938.35635805
159,says a study shows that children who live with a biological parent and the parents boyfriend or girlfriend have a 20 times greater chance of being sexually abused.,1,0,206174828.75678858
160,"in the city of milwaukee, weve still got a mayor and a police chief who are furloughing police officers at a time when we have violence all across the city.",1,0,189026357.87518552
161,there are actually half a million fewer government employees now than there were when (president barack) obama took office.,1,0,178670460.5103446
162,the video doesn't show the broader picture of the firing that was going on at american troops.,1,0,175160087.4305453
163,the irs doesnt have to prove something against you ... youve got the burden of proof.,1,0,166649777.94548717
164,"while fat-cat bureaucrats at the department of education are getting paid an average salary of $102,000 a year, teachers in georgia are getting paid half of that.",1,0,164852955.15444598
165,"on the night of the iowa caucuses, obama promised the nation that he would do health care reform focused on cost containment, he opposed an individual mandate, and he said he was going to do it with republicans.",1,0,152675375.80071
166,"access for 12,000 women to use planned parenthood -- not for the right to choose, but for basic health care -- was taken away by wisconsin gov. scott walker and lt. gov. rebecca kleefisch.",1,0,150634614.2641692
167,"in senate bill 5, there is this new method of evaluating teachers. youre also going to be rated on what the parents think of you and they can send questionnaires and surveys home to parents.",1,0,148605284.8139809
168,"when the dallas/fort worth airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped.",1,0,146789970.04637688
169,"susie lee and her husband own 17 homes across the country and use their private jet to take vacations, and invest in companies like walmart, halliburton and geo group.",1,0,146703636.37037227
170,"american hustleshows the fbi making real-life bribes to washington politicians. i know, because as your u.s. senator, i turned them down.",1,0,142091262.14527556
171,"you cant bring an ipad or a piece of paper and a pencil in the (wisconsin assembly) gallery to take notes of whats going on, but you can bring a gun up there.",1,0,131966160.90322398
172,"up until recently, 75 percent of all the sorties that left the base came back without dropping their ordnances, because there was such a concern about making sure that there were no civilian casualties.",1,0,130692286.36157544
173,"when you get a commercial pilots license, you learn to communicate in english no matter where you are in the world.",1,0,129523871.01056686
174,barack obamas health care bill is nothing new. mitt romney signed one just like it four years before.,1,0,124752828.14491233
